RefImageName,NoiseType,NoisyImage
./nn_data/pokemon/raw/59.png,3,581.png
./nn_data/pokemon/raw/2.png,2,582.png
./nn_data/pokemon/raw/166.png,2,583.png
./nn_data/pokemon/raw/139.png,0,584.png
./nn_data/pokemon/raw/182.png,1,585.png
./nn_data/pokemon/raw/183.png,3,586.png
./nn_data/pokemon/raw/19.png,0,587.png
./nn_data/pokemon/raw/51.png,2,588.png
./nn_data/pokemon/raw/168.png,0,589.png
./nn_data/pokemon/raw/191.png,1,590.png
./nn_data/pokemon/raw/15.png,2,591.png
./nn_data/pokemon/raw/176.png,2,592.png
./nn_data/pokemon/raw/166.png,0,593.png
./nn_data/pokemon/raw/57.png,3,594.png
./nn_data/pokemon/raw/173.png,2,595.png
./nn_data/pokemon/raw/39.png,3,596.png
./nn_data/pokemon/raw/84.png,3,597.png
./nn_data/pokemon/raw/87.png,3,598.png
./nn_data/pokemon/raw/140.png,1,599.png
./nn_data/pokemon/raw/28.png,0,600.png
./nn_data/pokemon/raw/93.png,0,601.png
./nn_data/pokemon/raw/154.png,3,602.png
./nn_data/pokemon/raw/18.png,0,603.png
./nn_data/pokemon/raw/9.png,0,604.png
./nn_data/pokemon/raw/95.png,3,605.png
./nn_data/pokemon/raw/120.png,0,606.png
./nn_data/pokemon/raw/81.png,3,607.png
./nn_data/pokemon/raw/94.png,1,608.png
./nn_data/pokemon/raw/84.png,2,609.png
./nn_data/pokemon/raw/109.png,0,610.png
./nn_data/pokemon/raw/88.png,0,611.png
./nn_data/pokemon/raw/70.png,2,612.png
./nn_data/pokemon/raw/113.png,2,613.png
./nn_data/pokemon/raw/124.png,2,614.png
./nn_data/pokemon/raw/102.png,2,615.png
./nn_data/pokemon/raw/134.png,1,616.png
./nn_data/pokemon/raw/16.png,3,617.png
./nn_data/pokemon/raw/86.png,3,618.png
./nn_data/pokemon/raw/111.png,2,619.png
./nn_data/pokemon/raw/171.png,1,620.png
./nn_data/pokemon/raw/39.png,0,621.png
./nn_data/pokemon/raw/47.png,2,622.png
./nn_data/pokemon/raw/196.png,2,623.png
./nn_data/pokemon/raw/43.png,2,624.png
./nn_data/pokemon/raw/103.png,1,625.png
./nn_data/pokemon/raw/133.png,1,626.png
./nn_data/pokemon/raw/185.png,3,627.png
./nn_data/pokemon/raw/46.png,1,628.png
./nn_data/pokemon/raw/183.png,0,629.png
./nn_data/pokemon/raw/156.png,2,630.png
./nn_data/pokemon/raw/170.png,1,631.png
./nn_data/pokemon/raw/194.png,3,632.png
./nn_data/pokemon/raw/81.png,1,633.png
./nn_data/pokemon/raw/100.png,1,634.png
./nn_data/pokemon/raw/194.png,1,635.png
./nn_data/pokemon/raw/91.png,0,636.png
./nn_data/pokemon/raw/15.png,3,637.png
./nn_data/pokemon/raw/58.png,2,638.png
./nn_data/pokemon/raw/131.png,3,639.png
./nn_data/pokemon/raw/145.png,2,640.png
./nn_data/pokemon/raw/111.png,0,641.png
./nn_data/pokemon/raw/30.png,3,642.png
./nn_data/pokemon/raw/71.png,3,643.png
./nn_data/pokemon/raw/45.png,0,644.png
./nn_data/pokemon/raw/28.png,3,645.png
./nn_data/pokemon/raw/189.png,0,646.png
./nn_data/pokemon/raw/136.png,3,647.png
./nn_data/pokemon/raw/112.png,1,648.png
./nn_data/pokemon/raw/104.png,0,649.png
./nn_data/pokemon/raw/195.png,3,650.png
./nn_data/pokemon/raw/56.png,0,651.png
./nn_data/pokemon/raw/23.png,3,652.png
./nn_data/pokemon/raw/0.png,1,653.png
./nn_data/pokemon/raw/123.png,2,654.png
./nn_data/pokemon/raw/149.png,1,655.png
./nn_data/pokemon/raw/10.png,0,656.png
./nn_data/pokemon/raw/44.png,2,657.png
./nn_data/pokemon/raw/29.png,3,658.png
./nn_data/pokemon/raw/157.png,2,659.png
./nn_data/pokemon/raw/183.png,2,660.png
./nn_data/pokemon/raw/187.png,0,661.png
./nn_data/pokemon/raw/97.png,2,662.png
./nn_data/pokemon/raw/93.png,1,663.png
./nn_data/pokemon/raw/183.png,2,664.png
./nn_data/pokemon/raw/124.png,0,665.png
./nn_data/pokemon/raw/166.png,0,666.png
./nn_data/pokemon/raw/112.png,3,667.png
./nn_data/pokemon/raw/109.png,1,668.png
./nn_data/pokemon/raw/79.png,1,669.png
./nn_data/pokemon/raw/155.png,3,670.png
./nn_data/pokemon/raw/38.png,1,671.png
./nn_data/pokemon/raw/101.png,1,672.png
./nn_data/pokemon/raw/7.png,2,673.png
./nn_data/pokemon/raw/112.png,2,674.png
./nn_data/pokemon/raw/90.png,2,675.png
./nn_data/pokemon/raw/171.png,2,676.png
./nn_data/pokemon/raw/64.png,0,677.png
./nn_data/pokemon/raw/3.png,1,678.png
./nn_data/pokemon/raw/89.png,2,679.png
./nn_data/pokemon/raw/10.png,0,680.png
./nn_data/pokemon/raw/77.png,0,681.png
./nn_data/pokemon/raw/152.png,0,682.png
./nn_data/pokemon/raw/174.png,2,683.png
./nn_data/pokemon/raw/125.png,0,684.png
./nn_data/pokemon/raw/195.png,1,685.png
./nn_data/pokemon/raw/9.png,3,686.png
./nn_data/pokemon/raw/169.png,2,687.png
./nn_data/pokemon/raw/74.png,3,688.png
./nn_data/pokemon/raw/74.png,0,689.png
./nn_data/pokemon/raw/29.png,1,690.png
./nn_data/pokemon/raw/23.png,1,691.png
./nn_data/pokemon/raw/168.png,0,692.png
./nn_data/pokemon/raw/160.png,3,693.png
./nn_data/pokemon/raw/142.png,2,694.png
./nn_data/pokemon/raw/137.png,0,695.png
./nn_data/pokemon/raw/71.png,3,696.png
./nn_data/pokemon/raw/77.png,1,697.png
./nn_data/pokemon/raw/190.png,2,698.png
./nn_data/pokemon/raw/196.png,0,699.png
./nn_data/pokemon/raw/128.png,0,700.png
./nn_data/pokemon/raw/110.png,2,701.png
./nn_data/pokemon/raw/28.png,2,702.png
./nn_data/pokemon/raw/133.png,0,703.png
./nn_data/pokemon/raw/122.png,1,704.png
./nn_data/pokemon/raw/167.png,2,705.png
./nn_data/pokemon/raw/113.png,1,706.png
./nn_data/pokemon/raw/70.png,0,707.png
./nn_data/pokemon/raw/158.png,0,708.png
./nn_data/pokemon/raw/99.png,0,709.png
./nn_data/pokemon/raw/33.png,2,710.png
./nn_data/pokemon/raw/38.png,1,711.png
./nn_data/pokemon/raw/15.png,2,712.png
./nn_data/pokemon/raw/122.png,2,713.png
./nn_data/pokemon/raw/33.png,1,714.png
./nn_data/pokemon/raw/66.png,3,715.png
./nn_data/pokemon/raw/82.png,2,716.png
./nn_data/pokemon/raw/113.png,0,717.png
./nn_data/pokemon/raw/91.png,1,718.png
./nn_data/pokemon/raw/61.png,3,719.png
./nn_data/pokemon/raw/59.png,3,720.png
./nn_data/pokemon/raw/149.png,3,721.png
./nn_data/pokemon/raw/11.png,3,722.png
./nn_data/pokemon/raw/176.png,3,723.png
./nn_data/pokemon/raw/95.png,3,724.png
./nn_data/pokemon/raw/154.png,0,725.png
./nn_data/pokemon/raw/89.png,3,726.png
./nn_data/pokemon/raw/94.png,0,727.png
./nn_data/pokemon/raw/46.png,1,728.png
./nn_data/pokemon/raw/46.png,0,729.png
./nn_data/pokemon/raw/73.png,3,730.png
./nn_data/pokemon/raw/1.png,2,731.png
./nn_data/pokemon/raw/116.png,3,732.png
./nn_data/pokemon/raw/74.png,0,733.png
./nn_data/pokemon/raw/81.png,3,734.png
./nn_data/pokemon/raw/168.png,3,735.png
./nn_data/pokemon/raw/20.png,3,736.png
./nn_data/pokemon/raw/108.png,3,737.png
./nn_data/pokemon/raw/192.png,1,738.png
./nn_data/pokemon/raw/49.png,3,739.png
./nn_data/pokemon/raw/83.png,0,740.png
./nn_data/pokemon/raw/27.png,3,741.png
./nn_data/pokemon/raw/34.png,2,742.png
./nn_data/pokemon/raw/24.png,3,743.png
./nn_data/pokemon/raw/163.png,2,744.png
./nn_data/pokemon/raw/148.png,0,745.png
./nn_data/pokemon/raw/173.png,1,746.png
./nn_data/pokemon/raw/198.png,3,747.png
./nn_data/pokemon/raw/98.png,2,748.png
./nn_data/pokemon/raw/147.png,3,749.png
./nn_data/pokemon/raw/169.png,2,750.png
./nn_data/pokemon/raw/4.png,3,751.png
./nn_data/pokemon/raw/74.png,3,752.png
./nn_data/pokemon/raw/129.png,3,753.png
./nn_data/pokemon/raw/109.png,1,754.png
./nn_data/pokemon/raw/146.png,2,755.png
./nn_data/pokemon/raw/184.png,1,756.png
./nn_data/pokemon/raw/131.png,0,757.png
./nn_data/pokemon/raw/84.png,3,758.png
./nn_data/pokemon/raw/153.png,3,759.png
./nn_data/pokemon/raw/169.png,3,760.png
./nn_data/pokemon/raw/193.png,1,761.png
./nn_data/pokemon/raw/2.png,0,762.png
./nn_data/pokemon/raw/198.png,3,763.png
./nn_data/pokemon/raw/8.png,1,764.png
./nn_data/pokemon/raw/131.png,3,765.png
./nn_data/pokemon/raw/7.png,1,766.png
./nn_data/pokemon/raw/36.png,3,767.png
./nn_data/pokemon/raw/28.png,1,768.png
./nn_data/pokemon/raw/97.png,0,769.png
./nn_data/pokemon/raw/148.png,3,770.png
./nn_data/pokemon/raw/193.png,2,771.png
./nn_data/pokemon/raw/192.png,3,772.png
./nn_data/pokemon/raw/183.png,3,773.png
./nn_data/pokemon/raw/48.png,0,774.png
./nn_data/pokemon/raw/151.png,1,775.png
./nn_data/pokemon/raw/89.png,1,776.png
./nn_data/pokemon/raw/33.png,0,777.png
./nn_data/pokemon/raw/160.png,2,778.png
./nn_data/pokemon/raw/40.png,2,779.png
./nn_data/pokemon/raw/197.png,0,780.png
./nn_data/pokemon/raw/14.png,0,781.png
./nn_data/pokemon/raw/16.png,0,782.png
./nn_data/pokemon/raw/97.png,2,783.png
./nn_data/pokemon/raw/8.png,1,784.png
./nn_data/pokemon/raw/146.png,3,785.png
./nn_data/pokemon/raw/23.png,3,786.png
./nn_data/pokemon/raw/65.png,2,787.png
./nn_data/pokemon/raw/169.png,3,788.png
./nn_data/pokemon/raw/164.png,1,789.png
./nn_data/pokemon/raw/56.png,2,790.png
./nn_data/pokemon/raw/133.png,0,791.png
./nn_data/pokemon/raw/177.png,2,792.png
./nn_data/pokemon/raw/112.png,1,793.png
./nn_data/pokemon/raw/81.png,2,794.png
./nn_data/pokemon/raw/23.png,3,795.png
./nn_data/pokemon/raw/93.png,1,796.png
./nn_data/pokemon/raw/181.png,2,797.png
./nn_data/pokemon/raw/69.png,3,798.png
./nn_data/pokemon/raw/140.png,3,799.png
